id,probe0,probe1,probe2,probe3,recordedat
5232,147.20,147.20,267.80,248.00,2019-01-13 18:23:55.283257-05
5233,147.20,147.20,267.80,248.00,2019-01-13 18:23:56.453352-05
5234,147.20,147.20,267.80,248.00,2019-01-13 18:23:57.233392-05
5235,147.20,147.20,267.80,248.00,2019-01-13 18:23:58.403408-05
5236,147.20,147.20,267.80,248.00,2019-01-13 18:23:59.183373-05
5237,147.20,147.20,267.80,248.00,2019-01-13 18:24:00.353882-05
5238,147.20,147.20,267.80,248.00,2019-01-13 18:24:01.523619-05
5239,147.20,147.20,267.80,248.00,2019-01-13 18:24:02.303335-05
5240,147.20,147.20,267.80,248.00,2019-01-13 18:24:03.473352-05
5241,147.20,147.20,267.80,248.00,2019-01-13 18:24:04.253726-05
5242,147.20,147.20,267.80,248.00,2019-01-13 18:24:05.423371-05
5243,147.20,147.20,267.80,248.00,2019-01-13 18:24:06.203557-05
5244,147.20,147.20,269.60,248.00,2019-01-13 18:24:07.373647-05
5245,147.20,147.20,269.60,248.00,2019-01-13 18:24:08.153479-05
5246,147.20,147.20,269.60,248.00,2019-01-13 18:24:09.323403-05
5247,147.20,147.20,269.60,248.00,2019-01-13 18:24:10.493555-05
5248,147.20,147.20,269.60,248.00,2019-01-13 18:24:11.273552-05
5249,147.20,147.20,269.60,248.00,2019-01-13 18:24:12.833722-05
5250,147.20,147.20,269.60,246.20,2019-01-13 18:24:13.223463-05
5251,147.20,147.20,269.60,248.00,2019-01-13 18:24:14.393343-05
5252,147.20,147.20,269.60,248.00,2019-01-13 18:24:15.173441-05
5253,147.20,147.20,269.60,248.00,2019-01-13 18:24:16.343574-05
5254,147.20,147.20,269.60,248.00,2019-01-13 18:24:17.513307-05
5255,147.20,147.20,269.60,248.00,2019-01-13 18:24:18.293661-05
5256,147.20,147.20,269.60,248.00,2019-01-13 18:24:19.463643-05
5257,147.20,147.20,269.60,248.00,2019-01-13 18:24:20.243789-05
5258,147.20,147.20,269.60,248.00,2019-01-13 18:24:21.413384-05
5259,147.20,147.20,269.60,248.00,2019-01-13 18:24:22.193707-05
5260,147.20,147.20,269.60,248.00,2019-01-13 18:24:23.36387-05
5261,147.20,147.20,269.60,248.00,2019-01-13 18:24:24.533423-05
5262,147.20,147.20,269.60,249.80,2019-01-13 18:24:25.313424-05
5263,147.20,147.20,269.60,249.80,2019-01-13 18:24:26.483716-05
5264,147.20,147.20,269.60,249.80,2019-01-13 18:24:27.263385-05
5265,147.20,147.20,269.60,249.80,2019-01-13 18:24:28.433996-05
5266,147.20,147.20,269.60,249.80,2019-01-13 18:24:29.213818-05
5267,147.20,147.20,269.60,249.80,2019-01-13 18:24:30.383751-05
5268,147.20,147.20,269.60,249.80,2019-01-13 18:24:31.163723-05
5269,147.20,147.20,269.60,249.80,2019-01-13 18:24:32.333629-05
5270,147.20,147.20,269.60,249.80,2019-01-13 18:24:33.503595-05
5271,147.20,147.20,269.60,249.80,2019-01-13 18:24:34.283741-05
5272,147.20,147.20,269.60,249.80,2019-01-13 18:24:35.453719-05
5273,147.20,147.20,269.60,248.00,2019-01-13 18:24:36.233989-05
5274,147.20,147.20,269.60,248.00,2019-01-13 18:24:37.403788-05
5275,147.20,147.20,269.60,248.00,2019-01-13 18:24:38.183754-05
5276,147.20,147.20,269.60,248.00,2019-01-13 18:24:39.743487-05
5277,147.20,147.20,269.60,248.00,2019-01-13 18:24:40.523778-05
5278,147.20,147.20,269.60,248.00,2019-01-13 18:24:41.303588-05
5279,147.20,147.20,269.60,248.00,2019-01-13 18:24:42.473763-05
5280,147.20,147.20,269.60,248.00,2019-01-13 18:24:43.253804-05
5281,147.20,147.20,269.60,248.00,2019-01-13 18:24:44.423714-05
5282,147.20,147.20,269.60,248.00,2019-01-13 18:24:45.204266-05
5283,147.20,147.20,269.60,248.00,2019-01-13 18:24:46.373721-05
5284,147.20,147.20,269.60,246.20,2019-01-13 18:24:47.15373-05
5285,147.20,147.20,269.60,246.20,2019-01-13 18:24:48.323771-05
5286,147.20,147.20,269.60,246.20,2019-01-13 18:24:49.493875-05
5287,147.20,147.20,269.60,246.20,2019-01-13 18:24:50.273819-05
5288,147.20,147.20,269.60,246.20,2019-01-13 18:24:51.443741-05
5289,147.20,147.20,269.60,246.20,2019-01-13 18:24:52.223925-05
5290,147.20,147.20,269.60,246.20,2019-01-13 18:24:53.393629-05
5291,147.20,147.20,269.60,246.20,2019-01-13 18:24:54.173743-05
5292,147.20,147.20,269.60,246.20,2019-01-13 18:24:55.34358-05
5293,147.20,147.20,269.60,246.20,2019-01-13 18:24:56.513786-05
5294,147.20,147.20,269.60,246.20,2019-01-13 18:24:58.073878-05
5295,147.20,147.20,269.60,246.20,2019-01-13 18:24:58.463597-05
5296,147.20,147.20,269.60,246.20,2019-01-13 18:24:59.243948-05
5297,147.20,147.20,269.60,246.20,2019-01-13 18:25:00.413703-05
5298,147.20,147.20,269.60,246.20,2019-01-13 18:25:01.193845-05
5299,147.20,147.20,269.60,246.20,2019-01-13 18:25:02.364059-05
5300,147.20,147.20,269.60,246.20,2019-01-13 18:25:03.533961-05
5301,147.20,147.20,269.60,246.20,2019-01-13 18:25:04.314299-05
5302,147.20,147.20,269.60,246.20,2019-01-13 18:25:05.483824-05
5303,147.20,147.20,267.80,246.20,2019-01-13 18:25:06.263899-05
5304,147.20,147.20,267.80,246.20,2019-01-13 18:25:07.434052-05
5305,147.20,147.20,267.80,246.20,2019-01-13 18:25:08.213839-05
5306,147.20,147.20,267.80,246.20,2019-01-13 18:25:09.383802-05
5307,147.20,147.20,267.80,246.20,2019-01-13 18:25:10.164032-05
5308,147.20,147.20,267.80,246.20,2019-01-13 18:25:11.333918-05
5309,147.20,147.20,267.80,246.20,2019-01-13 18:25:12.503837-05
5310,147.20,147.20,267.80,246.20,2019-01-13 18:25:13.284044-05
5311,147.20,147.20,267.80,246.20,2019-01-13 18:25:14.454049-05
5312,147.20,147.20,269.60,246.20,2019-01-13 18:25:15.234195-05
5313,147.20,147.20,269.60,246.20,2019-01-13 18:25:16.404068-05
5314,147.20,147.20,269.60,246.20,2019-01-13 18:25:17.18389-05
5315,147.20,147.20,269.60,246.20,2019-01-13 18:25:18.354072-05
5316,147.20,147.20,267.80,246.20,2019-01-13 18:25:19.523806-05
5317,147.20,147.20,267.80,246.20,2019-01-13 18:25:20.303971-05
5318,147.20,147.20,267.80,246.20,2019-01-13 18:25:21.473899-05
5319,147.20,147.20,267.80,246.20,2019-01-13 18:25:22.254137-05
5320,147.20,147.20,267.80,246.20,2019-01-13 18:25:23.423927-05
5321,147.20,147.20,267.80,246.20,2019-01-13 18:25:24.204076-05
5322,147.20,147.20,267.80,246.20,2019-01-13 18:25:25.373996-05
5323,147.20,147.20,269.60,246.20,2019-01-13 18:25:26.54408-05
5324,147.20,147.20,269.60,246.20,2019-01-13 18:25:27.32392-05
5325,147.20,147.20,269.60,246.20,2019-01-13 18:25:28.49384-05
5326,147.20,147.20,269.60,246.20,2019-01-13 18:25:29.274137-05
5327,147.20,147.20,269.60,244.40,2019-01-13 18:25:30.443986-05
5328,147.20,147.20,271.40,244.40,2019-01-13 18:25:31.224326-05
5329,147.20,147.20,271.40,246.20,2019-01-13 18:25:32.394338-05
5330,147.20,147.20,271.40,246.20,2019-01-13 18:25:33.174328-05
5331,147.20,147.20,271.40,246.20,2019-01-13 18:25:34.343982-05
5332,147.20,147.20,271.40,246.20,2019-01-13 18:25:35.514198-05
5333,147.20,147.20,271.40,246.20,2019-01-13 18:25:36.294153-05
5334,147.20,147.20,271.40,248.00,2019-01-13 18:25:37.464254-05
5335,147.20,147.20,271.40,248.00,2019-01-13 18:25:38.243927-05
5336,147.20,147.20,271.40,248.00,2019-01-13 18:25:39.41491-05
5337,147.20,147.20,271.40,248.00,2019-01-13 18:25:40.194131-05
5338,147.20,147.20,271.40,248.00,2019-01-13 18:25:41.364034-05
5339,147.20,147.20,271.40,248.00,2019-01-13 18:25:42.534398-05
5340,147.20,147.20,271.40,248.00,2019-01-13 18:25:44.245363-05
5341,147.20,147.20,271.40,248.00,2019-01-13 18:25:44.484084-05
5342,147.20,147.20,271.40,248.00,2019-01-13 18:25:45.264861-05
5343,147.20,147.20,271.40,248.00,2019-01-13 18:25:46.434059-05
5344,147.20,147.20,271.40,248.00,2019-01-13 18:25:47.214277-05
5345,147.20,147.20,269.60,248.00,2019-01-13 18:25:48.384521-05
5346,147.20,147.20,269.60,248.00,2019-01-13 18:25:49.164453-05
5347,147.20,147.20,269.60,246.20,2019-01-13 18:25:50.334249-05
5348,147.20,147.20,269.60,246.20,2019-01-13 18:25:51.504186-05
5349,147.20,147.20,269.60,246.20,2019-01-13 18:25:53.064051-05
5350,147.20,147.20,269.60,246.20,2019-01-13 18:25:53.508508-05
5351,147.20,147.20,269.60,246.20,2019-01-13 18:25:54.234536-05
5352,147.20,147.20,269.60,248.00,2019-01-13 18:25:55.404228-05
5353,147.20,147.20,269.60,248.00,2019-01-13 18:25:56.184319-05
5354,147.20,147.20,269.60,248.00,2019-01-13 18:25:57.355066-05
5355,147.20,147.20,269.60,248.00,2019-01-13 18:25:58.524102-05
5356,147.20,147.20,269.60,248.00,2019-01-13 18:25:59.304145-05
5357,147.20,147.20,269.60,248.00,2019-01-13 18:26:00.474219-05
5358,147.20,147.20,269.60,248.00,2019-01-13 18:26:01.254284-05
5359,147.20,147.20,269.60,248.00,2019-01-13 18:26:02.424325-05
5360,147.20,147.20,269.60,248.00,2019-01-13 18:26:03.204326-05
5361,147.20,147.20,267.80,248.00,2019-01-13 18:26:04.374442-05
5362,147.20,147.20,267.80,248.00,2019-01-13 18:26:05.934295-05
5363,147.20,147.20,267.80,248.00,2019-01-13 18:26:06.32431-05
5364,147.20,147.20,267.80,248.00,2019-01-13 18:26:07.494564-05
5365,147.20,147.20,267.80,248.00,2019-01-13 18:26:08.274624-05
5366,147.20,147.20,267.80,248.00,2019-01-13 18:26:09.444221-05
5367,147.20,147.20,267.80,248.00,2019-01-13 18:26:10.224319-05
5368,147.20,147.20,269.60,248.00,2019-01-13 18:26:11.394471-05
5369,147.20,147.20,269.60,248.00,2019-01-13 18:26:12.564281-05
5370,147.20,147.20,269.60,249.80,2019-01-13 18:26:13.344509-05
5371,147.20,147.20,269.60,249.80,2019-01-13 18:26:14.514471-05
5372,147.20,147.20,269.60,249.80,2019-01-13 18:26:15.295154-05
5373,147.20,147.20,269.60,249.80,2019-01-13 18:26:16.464291-05
5374,147.20,147.20,269.60,249.80,2019-01-13 18:26:17.244297-05
5375,147.20,147.20,269.60,249.80,2019-01-13 18:26:18.414509-05
5376,147.20,147.20,269.60,249.80,2019-01-13 18:26:19.194583-05
5377,147.20,147.20,269.60,249.80,2019-01-13 18:26:20.364373-05
5378,147.20,147.20,269.60,249.80,2019-01-13 18:26:21.534278-05
5379,147.20,147.20,269.60,248.00,2019-01-13 18:26:22.314624-05
5380,147.20,147.20,269.60,248.00,2019-01-13 18:26:23.484717-05
5381,147.20,147.20,269.60,248.00,2019-01-13 18:26:24.654373-05
5382,147.20,147.20,269.60,248.00,2019-01-13 18:26:25.434679-05
5383,147.20,147.20,269.60,248.00,2019-01-13 18:26:26.214692-05
5384,147.20,147.20,269.60,248.00,2019-01-13 18:26:27.774461-05
5385,147.20,147.20,269.60,248.00,2019-01-13 18:26:28.554285-05
5386,147.20,147.20,269.60,248.00,2019-01-13 18:26:29.334352-05
5387,147.20,147.20,269.60,248.00,2019-01-13 18:26:30.504267-05
5388,147.20,147.20,269.60,248.00,2019-01-13 18:26:31.284551-05
5389,147.20,147.20,269.60,248.00,2019-01-13 18:26:32.454653-05
5390,147.20,147.20,269.60,248.00,2019-01-13 18:26:33.235048-05
5391,147.20,147.20,269.60,248.00,2019-01-13 18:26:34.404287-05
5392,147.20,147.20,269.60,248.00,2019-01-13 18:26:35.574364-05
5393,147.20,147.20,269.60,248.00,2019-01-13 18:26:36.354546-05
5394,147.20,147.20,269.60,248.00,2019-01-13 18:26:37.524567-05
5395,147.20,147.20,269.60,248.00,2019-01-13 18:26:38.304447-05
5396,147.20,147.20,269.60,248.00,2019-01-13 18:26:39.474515-05
5397,147.20,147.20,269.60,248.00,2019-01-13 18:26:40.254919-05
5398,147.20,147.20,269.60,248.00,2019-01-13 18:26:41.424618-05
5399,147.20,147.20,269.60,248.00,2019-01-13 18:26:42.204701-05
5400,147.20,147.20,269.60,248.00,2019-01-13 18:26:43.37456-05
5401,147.20,147.20,269.60,248.00,2019-01-13 18:26:44.544937-05
5402,147.20,147.20,269.60,248.00,2019-01-13 18:26:45.324521-05
5403,147.20,147.20,269.60,248.00,2019-01-13 18:26:46.494625-05
5404,147.20,147.20,269.60,248.00,2019-01-13 18:26:47.27475-05
5405,147.20,149.00,269.60,248.00,2019-01-13 18:26:48.444547-05
5406,147.20,149.00,269.60,246.20,2019-01-13 18:26:49.224849-05
5407,147.20,149.00,269.60,246.20,2019-01-13 18:26:50.394615-05
5408,147.20,149.00,269.60,246.20,2019-01-13 18:26:51.564692-05
5409,147.20,149.00,269.60,246.20,2019-01-13 18:26:52.344435-05
5410,147.20,149.00,269.60,246.20,2019-01-13 18:26:53.904516-05
5411,147.20,149.00,269.60,246.20,2019-01-13 18:26:54.684746-05
5412,147.20,149.00,269.60,246.20,2019-01-13 18:26:55.464865-05
5413,147.20,149.00,269.60,246.20,2019-01-13 18:26:56.245426-05
5414,147.20,149.00,269.60,246.20,2019-01-13 18:26:57.414538-05
5415,147.20,149.00,269.60,246.20,2019-01-13 18:26:58.584815-05
5416,147.20,149.00,269.60,246.20,2019-01-13 18:26:59.364797-05
5417,147.20,149.00,269.60,246.20,2019-01-13 18:27:00.925026-05
5418,147.20,149.00,269.60,246.20,2019-01-13 18:27:01.314522-05
5419,147.20,149.00,269.60,246.20,2019-01-13 18:27:02.484498-05
5420,147.20,149.00,269.60,246.20,2019-01-13 18:27:03.264846-05
5421,147.20,149.00,269.60,246.20,2019-01-13 18:27:04.434857-05
5422,147.20,149.00,269.60,246.20,2019-01-13 18:27:05.214659-05
5423,147.20,149.00,269.60,246.20,2019-01-13 18:27:06.384983-05
5424,147.20,149.00,269.60,246.20,2019-01-13 18:27:07.554594-05
5425,147.20,149.00,269.60,246.20,2019-01-13 18:27:08.334831-05
5426,147.20,149.00,269.60,246.20,2019-01-13 18:27:09.504665-05
5427,147.20,149.00,269.60,246.20,2019-01-13 18:27:10.284969-05
5428,147.20,149.00,269.60,246.20,2019-01-13 18:27:11.454819-05
5429,147.20,149.00,269.60,246.20,2019-01-13 18:27:12.235065-05
5430,147.20,149.00,269.60,246.20,2019-01-13 18:27:13.404754-05
5431,147.20,149.00,269.60,246.20,2019-01-13 18:27:14.574824-05
5432,147.20,149.00,269.60,246.20,2019-01-13 18:27:15.354765-05
5433,147.20,149.00,269.60,246.20,2019-01-13 18:27:16.524964-05
5434,147.20,149.00,269.60,246.20,2019-01-13 18:27:17.304894-05
5435,147.20,149.00,269.60,246.20,2019-01-13 18:27:18.474762-05
5436,147.20,149.00,271.40,246.20,2019-01-13 18:27:19.254698-05
5437,147.20,149.00,271.40,248.00,2019-01-13 18:27:20.42481-05
5438,147.20,149.00,271.40,248.00,2019-01-13 18:27:21.205919-05
5439,147.20,149.00,271.40,248.00,2019-01-13 18:27:22.375001-05
5440,147.20,149.00,269.60,248.00,2019-01-13 18:27:23.544868-05
5441,147.20,149.00,269.60,248.00,2019-01-13 18:27:24.325235-05
5442,147.20,149.00,269.60,248.00,2019-01-13 18:27:25.49506-05
5443,147.20,149.00,269.60,248.00,2019-01-13 18:27:26.275098-05
5444,147.20,149.00,269.60,248.00,2019-01-13 18:27:27.444885-05
5445,147.20,149.00,269.60,248.00,2019-01-13 18:27:28.224808-05
5446,149.00,149.00,269.60,246.20,2019-01-13 18:27:29.394828-05
5447,149.00,149.00,271.40,246.20,2019-01-13 18:27:30.564947-05
5448,149.00,149.00,271.40,246.20,2019-01-13 18:27:31.344784-05
5449,149.00,149.00,269.60,246.20,2019-01-13 18:27:32.514834-05
5450,149.00,149.00,269.60,246.20,2019-01-13 18:27:33.29474-05
5451,149.00,149.00,269.60,246.20,2019-01-13 18:27:34.464785-05
5452,149.00,149.00,269.60,246.20,2019-01-13 18:27:35.246114-05
5453,149.00,149.00,269.60,246.20,2019-01-13 18:27:36.415138-05
5454,149.00,149.00,269.60,246.20,2019-01-13 18:27:37.58529-05
5455,149.00,149.00,269.60,246.20,2019-01-13 18:27:38.365078-05
5456,149.00,149.00,269.60,246.20,2019-01-13 18:27:39.535034-05
5457,149.00,149.00,269.60,246.20,2019-01-13 18:27:40.704856-05
5458,149.00,149.00,269.60,246.20,2019-01-13 18:27:41.484997-05
5459,149.00,149.00,269.60,246.20,2019-01-13 18:27:42.265128-05
5460,149.00,149.00,269.60,246.20,2019-01-13 18:27:43.435002-05
5461,149.00,149.00,269.60,246.20,2019-01-13 18:27:44.214857-05
5462,149.00,149.00,269.60,246.20,2019-01-13 18:27:45.384939-05
5463,149.00,149.00,269.60,246.20,2019-01-13 18:27:46.555203-05
5464,149.00,149.00,269.60,246.20,2019-01-13 18:27:47.335244-05
5465,149.00,149.00,269.60,246.20,2019-01-13 18:27:48.505104-05
5466,149.00,149.00,269.60,246.20,2019-01-13 18:27:49.285002-05
5467,149.00,149.00,269.60,246.20,2019-01-13 18:27:50.45499-05
5468,149.00,149.00,269.60,246.20,2019-01-13 18:27:51.235115-05
5469,149.00,149.00,269.60,246.20,2019-01-13 18:27:52.404999-05
5470,149.00,149.00,269.60,246.20,2019-01-13 18:27:53.575078-05
5471,149.00,149.00,269.60,246.20,2019-01-13 18:27:54.355031-05
5472,149.00,149.00,271.40,246.20,2019-01-13 18:27:55.525011-05
5473,149.00,149.00,271.40,246.20,2019-01-13 18:27:56.305504-05
5474,149.00,149.00,273.20,246.20,2019-01-13 18:27:57.474912-05
5475,149.00,149.00,273.20,246.20,2019-01-13 18:27:58.254845-05
5476,149.00,149.00,273.20,244.40,2019-01-13 18:27:59.425318-05
5477,149.00,149.00,273.20,244.40,2019-01-13 18:28:00.595548-05
5478,149.00,149.00,273.20,246.20,2019-01-13 18:28:01.374944-05
5479,149.00,149.00,273.20,246.20,2019-01-13 18:28:02.544951-05
5480,149.00,149.00,273.20,246.20,2019-01-13 18:28:03.325237-05
5481,149.00,149.00,271.40,246.20,2019-01-13 18:28:04.494948-05
5482,149.00,149.00,271.40,246.20,2019-01-13 18:28:05.275026-05
5483,149.00,149.00,271.40,246.20,2019-01-13 18:28:06.445078-05
5484,149.00,149.00,271.40,246.20,2019-01-13 18:28:07.224989-05
5485,149.00,149.00,271.40,246.20,2019-01-13 18:28:08.395022-05
5486,149.00,149.00,271.40,246.20,2019-01-13 18:28:09.565098-05
5487,149.00,149.00,271.40,248.00,2019-01-13 18:28:10.345337-05
5488,149.00,149.00,271.40,248.00,2019-01-13 18:28:11.515376-05
5489,149.00,149.00,271.40,248.00,2019-01-13 18:28:12.29534-05
5490,149.00,149.00,271.40,248.00,2019-01-13 18:28:13.465491-05
5491,149.00,149.00,271.40,248.00,2019-01-13 18:28:14.635094-05
5492,149.00,149.00,271.40,248.00,2019-01-13 18:28:15.415555-05
5493,149.00,149.00,271.40,246.20,2019-01-13 18:28:16.585593-05
5494,149.00,149.00,269.60,248.00,2019-01-13 18:28:17.365351-05
5495,149.00,149.00,269.60,248.00,2019-01-13 18:28:18.535377-05
5496,149.00,149.00,269.60,246.20,2019-01-13 18:28:19.315285-05
5497,149.00,149.00,269.60,246.20,2019-01-13 18:28:20.485604-05
5498,149.00,149.00,269.60,246.20,2019-01-13 18:28:21.265261-05
5499,149.00,149.00,269.60,246.20,2019-01-13 18:28:22.435291-05
5500,149.00,149.00,269.60,248.00,2019-01-13 18:28:23.215411-05
5501,149.00,149.00,269.60,248.00,2019-01-13 18:28:24.385419-05
5502,149.00,149.00,269.60,248.00,2019-01-13 18:28:25.555175-05
5503,149.00,149.00,269.60,248.00,2019-01-13 18:28:26.335269-05
5504,149.00,149.00,269.60,248.00,2019-01-13 18:28:27.505148-05
5505,149.00,149.00,269.60,246.20,2019-01-13 18:28:28.28529-05
5506,149.00,149.00,269.60,246.20,2019-01-13 18:28:29.455146-05
5507,149.00,149.00,269.60,246.20,2019-01-13 18:28:30.235487-05
5508,149.00,149.00,269.60,246.20,2019-01-13 18:28:31.405169-05
5509,149.00,149.00,269.60,246.20,2019-01-13 18:28:32.575491-05
5510,149.00,149.00,269.60,246.20,2019-01-13 18:28:33.355409-05
5511,149.00,149.00,269.60,246.20,2019-01-13 18:28:34.525305-05
5512,149.00,149.00,269.60,246.20,2019-01-13 18:28:35.695444-05
5513,149.00,149.00,269.60,246.20,2019-01-13 18:28:36.475477-05
5514,149.00,149.00,269.60,248.00,2019-01-13 18:28:37.255486-05
5515,149.00,149.00,269.60,248.00,2019-01-13 18:28:38.425366-05
5516,149.00,149.00,269.60,248.00,2019-01-13 18:28:39.595474-05
5517,149.00,149.00,269.60,248.00,2019-01-13 18:28:40.375406-05
5518,149.00,149.00,269.60,248.00,2019-01-13 18:28:41.935477-05
5519,149.00,149.00,269.60,248.00,2019-01-13 18:28:42.325267-05
5520,149.00,149.00,269.60,248.00,2019-01-13 18:28:43.495341-05
5521,149.00,149.00,269.60,248.00,2019-01-13 18:28:44.275451-05
5522,149.00,149.00,269.60,248.00,2019-01-13 18:28:45.445934-05
5523,149.00,149.00,269.60,248.00,2019-01-13 18:28:46.225428-05
5524,149.00,149.00,269.60,248.00,2019-01-13 18:28:47.395563-05
5525,149.00,149.00,269.60,248.00,2019-01-13 18:28:48.565337-05
5526,149.00,149.00,269.60,248.00,2019-01-13 18:28:49.345712-05
5527,149.00,149.00,269.60,248.00,2019-01-13 18:28:50.515361-05
5528,149.00,149.00,269.60,248.00,2019-01-13 18:28:51.295866-05
5529,149.00,149.00,269.60,248.00,2019-01-13 18:28:52.465409-05
5530,149.00,149.00,269.60,248.00,2019-01-13 18:28:53.245588-05
5531,149.00,149.00,269.60,248.00,2019-01-13 18:28:54.415734-05
5532,149.00,149.00,267.80,248.00,2019-01-13 18:28:55.585525-05
5533,149.00,149.00,269.60,248.00,2019-01-13 18:28:56.365562-05
5534,149.00,149.00,269.60,248.00,2019-01-13 18:28:57.535429-05
5535,149.00,149.00,269.60,248.00,2019-01-13 18:28:58.315414-05
5536,149.00,149.00,269.60,248.00,2019-01-13 18:28:59.485559-05
5537,149.00,149.00,269.60,248.00,2019-01-13 18:29:00.26596-05
5538,149.00,149.00,269.60,248.00,2019-01-13 18:29:01.435475-05
5539,149.00,149.00,269.60,248.00,2019-01-13 18:29:02.60562-05
5540,149.00,149.00,269.60,248.00,2019-01-13 18:29:03.385388-05
5541,149.00,149.00,269.60,248.00,2019-01-13 18:29:04.555598-05
5542,149.00,149.00,269.60,248.00,2019-01-13 18:29:05.336106-05
5543,149.00,149.00,269.60,248.00,2019-01-13 18:29:06.505533-05
5544,149.00,149.00,269.60,248.00,2019-01-13 18:29:07.285527-05
5545,149.00,149.00,269.60,248.00,2019-01-13 18:29:08.45559-05
5546,149.00,149.00,269.60,248.00,2019-01-13 18:29:09.235633-05
5547,149.00,149.00,269.60,248.00,2019-01-13 18:29:10.405634-05
5548,149.00,149.00,269.60,248.00,2019-01-13 18:29:11.575628-05
5549,149.00,149.00,269.60,248.00,2019-01-13 18:29:12.355791-05
5550,149.00,149.00,269.60,248.00,2019-01-13 18:29:13.525727-05
5551,149.00,149.00,269.60,248.00,2019-01-13 18:29:14.44299-05
5552,149.00,149.00,269.60,248.00,2019-01-13 18:29:15.47566-05
5553,149.00,149.00,269.60,248.00,2019-01-13 18:29:16.25589-05
5554,149.00,149.00,269.60,248.00,2019-01-13 18:29:17.815498-05
5555,149.00,149.00,269.60,248.00,2019-01-13 18:29:18.595604-05
5556,149.00,149.00,269.60,248.00,2019-01-13 18:29:19.375514-05
5557,149.00,149.00,269.60,246.20,2019-01-13 18:29:20.935791-05
5558,149.00,149.00,269.60,246.20,2019-01-13 18:29:21.325581-05
5559,149.00,149.00,269.60,246.20,2019-01-13 18:29:22.495707-05
5560,149.00,149.00,269.60,246.20,2019-01-13 18:29:23.275947-05
5561,149.00,149.00,269.60,248.00,2019-01-13 18:29:24.445795-05
5562,149.00,149.00,269.60,248.00,2019-01-13 18:29:25.616128-05
5563,149.00,149.00,269.60,248.00,2019-01-13 18:29:26.396229-05
5564,149.00,149.00,269.60,248.00,2019-01-13 18:29:27.565966-05
5565,149.00,149.00,269.60,248.00,2019-01-13 18:29:28.345634-05
5566,149.00,149.00,267.80,246.20,2019-01-13 18:29:29.515647-05
5567,149.00,149.00,267.80,246.20,2019-01-13 18:29:30.295685-05
5568,149.00,149.00,267.80,246.20,2019-01-13 18:29:31.465869-05
5569,149.00,149.00,267.80,246.20,2019-01-13 18:29:32.246255-05
5570,149.00,149.00,267.80,248.00,2019-01-13 18:29:33.415806-05
5571,149.00,149.00,267.80,248.00,2019-01-13 18:29:34.585955-05
5572,149.00,149.00,267.80,248.00,2019-01-13 18:29:35.365675-05
5573,149.00,149.00,267.80,248.00,2019-01-13 18:29:36.535636-05
5574,149.00,149.00,267.80,248.00,2019-01-13 18:29:37.315629-05
5575,149.00,149.00,267.80,248.00,2019-01-13 18:29:38.486008-05
5576,149.00,149.00,267.80,248.00,2019-01-13 18:29:39.26572-05
5577,149.00,149.00,267.80,248.00,2019-01-13 18:29:40.43597-05
5578,149.00,149.00,267.80,248.00,2019-01-13 18:29:41.605786-05
5579,149.00,149.00,267.80,246.20,2019-01-13 18:29:42.386113-05
5580,149.00,149.00,267.80,246.20,2019-01-13 18:29:43.555764-05
5581,149.00,149.00,267.80,246.20,2019-01-13 18:29:44.335944-05
5582,149.00,149.00,269.60,246.20,2019-01-13 18:29:45.506503-05
5583,149.00,149.00,269.60,246.20,2019-01-13 18:29:46.285855-05
5584,149.00,149.00,271.40,246.20,2019-01-13 18:29:47.45573-05
5585,149.00,149.00,271.40,246.20,2019-01-13 18:29:48.235862-05
5586,149.00,149.00,271.40,246.20,2019-01-13 18:29:49.405849-05
5587,149.00,149.00,271.40,246.20,2019-01-13 18:29:50.576223-05
5588,149.00,149.00,271.40,246.20,2019-01-13 18:29:51.356065-05
5589,149.00,149.00,271.40,246.20,2019-01-13 18:29:52.526051-05
5590,149.00,149.00,271.40,246.20,2019-01-13 18:29:53.306243-05
5591,149.00,149.00,271.40,246.20,2019-01-13 18:29:54.475846-05
5592,149.00,149.00,271.40,248.00,2019-01-13 18:29:55.256108-05
5593,149.00,149.00,271.40,248.00,2019-01-13 18:29:56.425902-05
5594,149.00,149.00,271.40,248.00,2019-01-13 18:29:57.595843-05
5595,149.00,149.00,271.40,248.00,2019-01-13 18:29:58.375948-05
5596,149.00,149.00,271.40,248.00,2019-01-13 18:29:59.545977-05
5597,149.00,149.00,271.40,248.00,2019-01-13 18:30:00.326225-05
5598,149.00,149.00,271.40,248.00,2019-01-13 18:30:01.496224-05
5599,149.00,149.00,271.40,248.00,2019-01-13 18:30:02.275969-05
5600,149.00,149.00,271.40,248.00,2019-01-13 18:30:03.446053-05
5601,149.00,149.00,271.40,248.00,2019-01-13 18:30:05.005994-05
5602,149.00,149.00,271.40,248.00,2019-01-13 18:30:05.396042-05
5603,149.00,149.00,271.40,248.00,2019-01-13 18:30:06.566201-05
5604,149.00,149.00,269.60,248.00,2019-01-13 18:30:07.34599-05
5605,149.00,149.00,269.60,248.00,2019-01-13 18:30:08.516147-05
5606,149.00,149.00,269.60,248.00,2019-01-13 18:30:09.295851-05
5607,149.00,149.00,269.60,248.00,2019-01-13 18:30:10.466315-05
5608,149.00,149.00,269.60,248.00,2019-01-13 18:30:11.246046-05
